#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
     16     3.496066e-01     1.179471e-01     5.058385e-01     5.361575e-01     3.743043e-01     2.422256e+00     1.258925e+00
     17     3.487165e-01     1.198074e-01     5.039227e-01     5.558766e-01     3.716815e-01     2.490386e+00     1.258925e+00
     18     3.440589e-01     1.203471e-01     4.965584e-01     5.501877e-01     3.824365e-01     2.515372e+00     1.258925e+00
     19     3.434109e-01     1.215562e-01     4.951910e-01     5.592285e-01     3.798066e-01     2.529884e+00     1.258925e+00
     20     3.416090e-01     1.221421e-01     4.922200e-01     5.529462e-01     3.855657e-01     2.549073e+00     1.258925e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.483956e-04
# initial residual norm     = 1.262679e+00
# initial gradient norm     = 6.276946e-01
# initial constraint norm   = 1.095609e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.288250e+00
      1     9.427552e-01     7.250940e-01     1.003965e+00     9.938054e-01     3.388973e-02     3.408730e-02     1.288250e+00
      2     8.862729e-01     5.002472e-01     9.803887e-01     9.778107e-01     2.270159e-02     5.585158e-02     1.288250e+00
      3     8.859197e-01     4.958053e-01     9.807053e-01     9.786210e-01     2.485622e-02     6.201068e-02     1.288250e+00
      4     8.613342e-01     4.435171e-01     9.596077e-01     9.484009e-01     1.662079e-02     9.255197e-02     1.288250e+00
      5     8.470568e-01     4.095076e-01     9.476138e-01     9.310955e-01     2.349025e-02     1.489992e-01     1.288250e+00
      6     8.238248e-01     3.975634e-01     9.217249e-01     9.227094e-01     1.974956e-02     1.568080e-01     1.288250e+00
      7     8.195610e-01     3.909248e-01     9.175990e-01     9.248227e-01     2.180829e-02     1.823210e-01     1.288250e+00
      8     8.054458e-01     3.643842e-01     9.044898e-01     9.152253e-01     1.940835e-02     1.938630e-01     1.288250e+00
      9     8.036411e-01     3.558674e-01     9.034700e-01     9.182944e-01     2.175289e-02     2.074647e-01     1.288250e+00
     10     7.944385e-01     3.601357e-01     8.920321e-01     9.090776e-01     1.591638e-02     2.095240e-01     1.288250e+00
     11     7.799258e-01     3.700942e-01     8.734910e-01     9.070677e-01     2.311982e-02     2.686499e-01     1.288250e+00
     12     7.721482e-01     3.707387e-01     8.641736e-01     9.015953e-01     2.099110e-02     2.701675e-01     1.288250e+00
     13     7.703187e-01     3.677772e-01     8.624186e-01     9.252487e-01     2.362419e-02     3.136358e-01     1.288250e+00
     14     7.638740e-01     3.777920e-01     8.533359e-01     9.589401e-01     1.932022e-02     3.280884e-01     1.288250e+00
     15     7.480477e-01     3.553284e-01     8.377382e-01     9.563730e-01     1.995183e-02     3.797229e-01     1.288250e+00
     16     7.479384e-01     3.547265e-01     8.376924e-01     9.685546e-01     2.075337e-02     3.912666e-01     1.288250e+00
     17     7.414375e-01     3.467233e-01     8.310901e-01     9.949671e-01     2.349756e-02     4.828582e-01     1.288250e+00
     18     7.412882e-01     3.478619e-01     8.307570e-01     1.056319e+00     2.192616e-02     5.984197e-01     1.288250e+00
     19     7.350722e-01     3.385877e-01     8.246561e-01     1.052192e+00     1.937133e-02     6.091554e-01     1.288250e+00
     20     7.342741e-01     3.371562e-01     8.239038e-01     1.069376e+00     2.186516e-02     6.924351e-01     1.288250e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.143955e-04
# initial residual norm     = 1.198850e+00
# initial gradient norm     = 2.701090e-01
# initial constraint norm   = 1.168026e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.318257e+00
      1     9.951728e-01     9.510877e-01     9.974754e-01     9.972615e-01     2.882819e-03     1.225012e-02     1.318257e+00
      2     9.556554e-01     6.650636e-01     9.687433e-01     9.686356e-01     4.325849e-03     6.294277e-02     1.318257e+00
      3     9.543122e-01     6.470467e-01     9.680006e-01     9.687998e-01     6.078148e-03     6.736658e-02     1.318257e+00
      4     9.345311e-01     6.751195e-01     9.464030e-01     9.416039e-01     4.038401e-03     1.050878e-01     1.318257e+00
      5     9.289863e-01     6.659337e-01     9.409846e-01     9.440240e-01     4.962005e-03     1.207754e-01     1.318257e+00
      6     9.169944e-01     5.950396e-01     9.310811e-01     9.354269e-01     2.715409e-03     1.322453e-01     1.318257e+00
      7     9.154136e-01     5.878685e-01     9.296849e-01     9.315960e-01     3.653547e-03     1.775208e-01     1.318257e+00
      8     8.961138e-01     6.811324e-01     9.061749e-01     9.041210e-01     2.244078e-03     2.005828e-01     1.318257e+00
      9     8.871099e-01     6.550128e-01     8.978334e-01     9.066348e-01     5.438092e-03     2.151298e-01     1.318257e+00
     10     8.734487e-01     6.304791e-01     8.845643e-01     8.976587e-01     1.676682e-03     2.237407e-01     1.318257e+00
     11     8.698020e-01     6.325739e-01     8.806902e-01     8.920959e-01     3.645427e-03     2.752513e-01     1.318257e+00
     12     8.552219e-01     6.050269e-01     8.665694e-01     8.880302e-01     1.612509e-03     2.764953e-01     1.318257e+00
     13     8.513981e-01     5.822634e-01     8.634310e-01     8.840207e-01     3.038143e-03     3.069891e-01     1.318257e+00
     14     8.449463e-01     6.126613e-01     8.555938e-01     8.811727e-01     5.475518e-05     3.074877e-01     1.318257e+00
     15     8.373336e-01     6.167626e-01     8.475137e-01     8.858113e-01     4.426262e-04     3.397600e-01     1.318257e+00
     16     8.319310e-01     5.844363e-01     8.431225e-01     8.867064e-01     -2.095748e-03     3.399107e-01     1.318257e+00
     17     8.287799e-01     5.701749e-01     8.403708e-01     8.804820e-01     3.668760e-04     3.786047e-01     1.318257e+00
     18     8.258763e-01     5.867472e-01     8.367416e-01     8.926536e-01     -1.222919e-03     3.874956e-01     1.318257e+00
     19     8.193903e-01     5.811992e-01     8.302055e-01     8.996970e-01     3.553796e-04     4.215237e-01     1.318257e+00
     20     8.166879e-01     5.730635e-01     8.276989e-01     9.086135e-01     -1.521040e-03     4.260765e-01     1.318257e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.645647e-04
# initial residual norm     = 1.077952e+00
# initial gradient norm     = 1.714431e-01
# initial constraint norm   = 1.064231e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.348963e+00
      1     9.974877e-01     9.864324e-01     9.977730e-01     9.898947e-01     1.051742e-03     2.613201e-02     1.348963e+00
      2     9.735405e-01     8.885724e-01     9.756471e-01     9.696663e-01     1.858281e-03     5.593225e-02     1.348963e+00
      3     9.683116e-01     8.467369e-01     9.712641e-01     9.631005e-01     4.593850e-03     7.667558e-02     1.348963e+00
      4     9.495860e-01     9.133829e-01     9.505072e-01     9.516110e-01     4.123173e-03     8.461912e-02     1.348963e+00
      5     9.414920e-01     8.586556e-01     9.435449e-01     9.467537e-01     6.143421e-03     1.039242e-01     1.348963e+00
      6     9.370006e-01     8.095516e-01     9.400781e-01     9.449531e-01     5.056269e-03     1.047744e-01     1.348963e+00
      7     9.336986e-01     7.899275e-01     9.371361e-01     9.382619e-01     7.349338e-03     1.293844e-01     1.348963e+00
      8     9.298797e-01     8.166936e-01     9.326343e-01     9.379876e-01     5.917734e-03     1.293927e-01     1.348963e+00
      9     9.237415e-01     8.173505e-01     9.263399e-01     9.325579e-01     7.401986e-03     1.443815e-01     1.348963e+00
     10     9.207724e-01     8.104744e-01     9.234595e-01     9.336107e-01     6.108904e-03     1.445811e-01     1.348963e+00
     11     9.159980e-01     7.886691e-01     9.190676e-01     9.292110e-01     8.331415e-03     1.649368e-01     1.348963e+00
     12     9.111437e-01     8.201276e-01     9.133850e-01     9.360548e-01     6.007051e-03     1.670346e-01     1.348963e+00
     13     9.053532e-01     8.196882e-01     9.074687e-01     9.336450e-01     6.303544e-03     1.878602e-01     1.348963e+00
     14     9.050784e-01     8.219763e-01     9.071337e-01     9.412830e-01     5.771898e-03     1.958590e-01     1.348963e+00
     15     9.005579e-01     7.890575e-01     9.032683e-01     9.433817e-01     7.298682e-03     2.244310e-01     1.348963e+00
     16     8.991233e-01     7.933048e-01     9.017041e-01     9.795208e-01     5.697596e-03     2.697566e-01     1.348963e+00
     17     8.955783e-01     7.700807e-01     8.986019e-01     9.776665e-01     6.659912e-03     2.848430e-01     1.348963e+00
     18     8.955783e-01     7.700729e-01     8.986020e-01     9.882207e-01     6.662073e-03     3.109764e-01     1.348963e+00
     19     8.915821e-01     7.654182e-01     8.946195e-01     9.860219e-01     7.148266e-03     3.255148e-01     1.348963e+00
     20     8.911612e-01     7.656279e-01     8.941845e-01     1.002961e+00     6.251500e-03     3.521180e-01     1.348963e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.171680e-04
# initial residual norm     = 1.178736e+00
# initial gradient norm     = 1.993054e-01
# initial constraint norm   = 1.161764e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.380384e+00
      1     9.905238e-01     8.567679e-01     9.941877e-01     9.927279e-01     2.840624e-03     1.917061e-02     1.380384e+00
      2     9.619806e-01     7.413204e-01     9.677129e-01     9.654519e-01     2.550412e-03     6.523944e-02     1.380384e+00
      3     9.618846e-01     7.400764e-01     9.676427e-01     9.652615e-01     2.648507e-03     6.526158e-02     1.380384e+00
      4     9.238259e-01     8.750613e-01     9.252221e-01     9.132178e-01     4.217448e-04     1.463240e-01     1.380384e+00
      5     9.003078e-01     7.196324e-01     9.050790e-01     9.040472e-01     1.439411e-05     1.732551e-01     1.380384e+00
      6     8.895878e-01     7.518195e-01     8.933207e-01     8.893054e-01     -1.498273e-03     1.920171e-01     1.380384e+00
      7     8.733251e-01     7.109505e-01     8.776490e-01     8.756275e-01     -3.725549e-04     2.253648e-01     1.380384e+00
      8     8.637521e-01     6.237292e-01     8.698134e-01     8.709237e-01     -1.814906e-03     2.301848e-01     1.380384e+00
      9     8.608231e-01     5.979900e-01     8.673528e-01     8.667797e-01     -8.336551e-04     2.455369e-01     1.380384e+00
     10     8.540512e-01     5.981403e-01     8.604307e-01     8.642884e-01     -2.069371e-03     2.464431e-01     1.380384e+00
     11     8.535100e-01     5.846648e-01     8.601503e-01     8.656792e-01     -1.706407e-03     2.526789e-01     1.380384e+00
     12     8.510887e-01     5.551731e-01     8.582535e-01     8.660651e-01     -2.680163e-03     2.527131e-01     1.380384e+00
     13     8.506900e-01     5.422899e-01     8.580891e-01     8.661600e-01     -2.234695e-03     2.581029e-01     1.380384e+00
     14     8.473679e-01     5.062144e-01     8.553496e-01     8.659852e-01     -3.276566e-03     2.581060e-01     1.380384e+00
     15     8.471995e-01     5.027594e-01     8.552379e-01     8.669501e-01     -2.784026e-03     2.624529e-01     1.380384e+00
     16     8.457891e-01     5.112969e-01     8.536503e-01     8.675126e-01     -4.045854e-03     2.624961e-01     1.380384e+00
     17     8.457050e-01     5.109828e-01     8.535701e-01     8.712075e-01     -3.740860e-03     2.738017e-01     1.380384e+00
     18     8.429893e-01     5.336710e-01     8.503901e-01     8.713748e-01     -5.301120e-03     2.738039e-01     1.380384e+00
     19     8.405896e-01     5.150991e-01     8.482792e-01     8.701393e-01     -4.341224e-03     2.788392e-01     1.380384e+00
     20     8.402364e-01     5.198163e-01     8.478342e-01     8.733026e-01     -5.132780e-03     2.825332e-01     1.380384e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.907321e-04
# initial residual norm     = 1.023074e+00
# initial gradient norm     = 1.105064e-01
# initial constraint norm   = 1.017089e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.412538e+00
      1     9.994442e-01     9.887295e-01     9.995700e-01     9.993162e-01     4.896015e-04     4.563219e-03     1.412538e+00
      2     9.947224e-01     9.380768e-01     9.953719e-01     9.955763e-01     4.826412e-04     9.420465e-03     1.412538e+00
      3     9.943816e-01     9.271978e-01     9.951476e-01     9.958451e-01     1.079515e-03     1.224438e-02     1.412538e+00
      4     9.887981e-01     9.105284e-01     9.896851e-01     9.905289e-01     4.804556e-04     1.863785e-02     1.412538e+00
      5     9.877356e-01     8.868627e-01     9.888649e-01     9.900043e-01     1.370489e-03     2.282968e-02     1.412538e+00
      6     9.852854e-01     8.674268e-01     9.865926e-01     9.882523e-01     4.783503e-04     2.418170e-02     1.412538e+00
      7     9.850407e-01     8.613635e-01     9.864081e-01     9.885668e-01     9.409530e-04     2.687128e-02     1.412538e+00
      8     9.828104e-01     8.467982e-01     9.843038e-01     9.865182e-01     5.045181e-04     2.882263e-02     1.412538e+00
      9     9.823590e-01     8.463826e-01     9.838520e-01     9.873388e-01     1.083061e-03     4.047050e-02     1.412538e+00
     10     9.803413e-01     9.041476e-01     9.812054e-01     9.855405e-01     4.435351e-04     4.116958e-02     1.412538e+00
     11     9.798367e-01     8.966693e-01     9.807764e-01     9.883130e-01     9.108411e-04     5.201714e-02     1.412538e+00
     12     9.772686e-01     9.258650e-01     9.778592e-01     9.908864e-01     1.284560e-04     5.263536e-02     1.412538e+00
     13     9.768483e-01     9.169303e-01     9.775337e-01     9.923620e-01     5.388778e-04     6.217897e-02     1.412538e+00
     14     9.735729e-01     9.070894e-01     9.743307e-01     9.937748e-01     -4.912442e-04     6.245934e-02     1.412538e+00
     15     9.727496e-01     9.048739e-01     9.735226e-01     9.988338e-01     -8.133446e-07     8.544533e-02     1.412538e+00
     16     9.711071e-01     9.150660e-01     9.717494e-01     1.003025e+00     -5.601404e-04     8.764926e-02     1.412538e+00
     17     9.704625e-01     8.925506e-01     9.713449e-01     1.005079e+00     -4.796760e-05     9.665378e-02     1.412538e+00
     18     9.683695e-01     8.846827e-01     9.693143e-01     1.009706e+00     -9.810104e-04     9.874464e-02     1.412538e+00
     19     9.669273e-01     8.683834e-01     9.680307e-01     1.009350e+00     -9.536252e-05     1.081539e-01     1.412538e+00
     20     9.662097e-01     8.812540e-01     9.671680e-01     1.013906e+00     -9.023251e-04     1.121288e-01     1.412538e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.810749e-04
# initial residual norm     = 1.042109e+00
# initial gradient norm     = 1.298099e-01
# initial constraint norm   = 1.033993e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.445440e+00
      1     9.977920e-01     9.363129e-01     9.987307e-01     9.984341e-01     9.519310e-04     4.825620e-03     1.445440e+00
      2     9.902342e-01     7.727555e-01     9.932808e-01     9.933046e-01     1.100229e-03     1.238204e-02     1.445440e+00
      3     9.887626e-01     7.224558e-01     9.923880e-01     9.920612e-01     2.124281e-03     1.712744e-02     1.445440e+00
      4     9.837643e-01     7.384064e-01     9.871433e-01     9.865576e-01     1.789225e-03     2.356034e-02     1.445440e+00
      5     9.823322e-01     7.214862e-01     9.858911e-01     9.857322e-01     2.213239e-03     2.761497e-02     1.445440e+00
      6     9.785420e-01     7.095265e-01     9.821923e-01     9.823680e-01     1.782520e-03     3.080814e-02     1.445440e+00
      7     9.771275e-01     7.006169e-01     9.808618e-01     9.813792e-01     2.361305e-03     3.916486e-02     1.445440e+00
      8     9.729270e-01     7.243396e-01     9.763385e-01     9.779978e-01     2.418097e-03     4.179494e-02     1.445440e+00
      9     9.714561e-01     7.197786e-01     9.749028e-01     9.767377e-01     3.061779e-03     5.490137e-02     1.445440e+00
     10     9.675607e-01     7.099476e-01     9.710740e-01     9.736540e-01     3.101903e-03     5.774378e-02     1.445440e+00
     11     9.668276e-01     6.960591e-01     9.704907e-01     9.741637e-01     3.507828e-03     6.381777e-02     1.445440e+00
     12     9.633383e-01     6.876963e-01     9.670540e-01     9.735485e-01     2.807917e-03     6.388190e-02     1.445440e+00
     13     9.627731e-01     6.810818e-01     9.665559e-01     9.744187e-01     3.318562e-03     8.176664e-02     1.445440e+00
     14     9.588945e-01     7.189202e-01     9.621977e-01     9.765387e-01     3.079516e-03     8.222086e-02     1.445440e+00
     15     9.581279e-01     7.022654e-01     9.616157e-01     9.828476e-01     3.643619e-03     9.471146e-02     1.445440e+00
     16     9.563370e-01     6.735531e-01     9.601275e-01     9.819077e-01     3.392014e-03     9.507274e-02     1.445440e+00
     17     9.558765e-01     6.551833e-01     9.598620e-01     9.853454e-01     3.849279e-03     1.049148e-01     1.445440e+00
     18     9.534755e-01     6.596155e-01     9.573853e-01     9.818453e-01     3.149046e-03     1.067717e-01     1.445440e+00
     19     9.521607e-01     6.675106e-01     9.559689e-01     9.946935e-01     3.958238e-03     1.365931e-01     1.445440e+00
     20     9.500248e-01     7.076275e-01     9.533519e-01     9.933894e-01     3.105684e-03     1.371979e-01     1.445440e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.811291e-04
# initial residual norm     = 1.040977e+00
# initial gradient norm     = 1.212086e-01
# initial constraint norm   = 1.033896e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.479108e+00
      1     9.952905e-01     9.158547e-01     9.963382e-01     9.928603e-01     1.230760e-03     1.550342e-02     1.479108e+00
      2     9.869280e-01     8.211838e-01     9.890125e-01     9.877875e-01     1.596714e-03     2.287520e-02     1.479108e+00
      3     9.848504e-01     7.917940e-01     9.872408e-01     9.815707e-01     2.300376e-03     3.658572e-02     1.479108e+00
      4     9.744630e-01     7.548589e-01     9.771375e-01     9.760184e-01     2.796381e-03     4.363432e-02     1.479108e+00
      5     9.714374e-01     6.958994e-01     9.746820e-01     9.715726e-01     3.706875e-03     5.316312e-02     1.479108e+00
      6     9.682383e-01     6.937965e-01     9.714703e-01     9.707780e-01     3.553203e-03     5.363721e-02     1.479108e+00
      7     9.659370e-01     6.924901e-01     9.691579e-01     9.664566e-01     4.213751e-03     6.228782e-02     1.479108e+00
      8     9.620413e-01     7.367239e-01     9.647715e-01     9.644172e-01     4.158786e-03     6.358633e-02     1.479108e+00
      9     9.612704e-01     7.234513e-01     9.641305e-01     9.631524e-01     4.610951e-03     7.275316e-02     1.479108e+00
     10     9.585799e-01     7.232485e-01     9.614130e-01     9.624315e-01     4.553369e-03     7.298484e-02     1.479108e+00
     11     9.565284e-01     6.976346e-01     9.596002e-01     9.597226e-01     5.233620e-03     8.054130e-02     1.479108e+00
     12     9.541252e-01     7.219649e-01     9.569237e-01     9.587992e-01     4.802789e-03     8.091012e-02     1.479108e+00
     13     9.522713e-01     6.817721e-01     9.554557e-01     9.568270e-01     5.508660e-03     8.778597e-02     1.479108e+00
     14     9.502589e-01     6.811086e-01     9.534290e-01     9.571674e-01     5.051866e-03     8.782610e-02     1.479108e+00
     15     9.494620e-01     6.760692e-01     9.526731e-01     9.556268e-01     5.448305e-03     9.889962e-02     1.479108e+00
     16     9.480211e-01     6.859925e-01     9.511196e-01     9.561656e-01     5.229162e-03     9.901500e-02     1.479108e+00
     17     9.470116e-01     6.780308e-01     9.501781e-01     9.566703e-01     5.696115e-03     1.108482e-01     1.479108e+00
     18     9.450810e-01     7.082654e-01     9.479237e-01     9.600396e-01     5.607132e-03     1.123586e-01     1.479108e+00
     19     9.440287e-01     6.863767e-01     9.470817e-01     9.603834e-01     6.032962e-03     1.206994e-01     1.479108e+00
     20     9.421292e-01     6.890555e-01     9.451355e-01     9.631398e-01     5.359370e-03     1.222001e-01     1.479108e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 5.907310e-04
# initial residual norm     = 1.023143e+00
# initial gradient norm     = 1.111212e-01
# initial constraint norm   = 1.017091e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.513561e+00
      1     9.985724e-01     9.804445e-01     9.987868e-01     9.944001e-01     4.556204e-04     1.288724e-02     1.513561e+00
      2     9.838930e-01     8.777191e-01     9.850912e-01     9.823223e-01     7.854643e-04     3.111190e-02     1.513561e+00
      3     9.830258e-01     8.609548e-01     9.843915e-01     9.807555e-01     1.249866e-03     3.601378e-02     1.513561e+00
      4     9.708702e-01     8.548640e-01     9.721713e-01     9.699997e-01     1.414052e-03     5.164350e-02     1.513561e+00
      5     9.680554e-01     7.794046e-01     9.700857e-01     9.674614e-01     2.504166e-03     5.774122e-02     1.513561e+00
      6     9.646897e-01     7.552224e-01     9.669160e-01     9.654263e-01     2.568611e-03     6.011149e-02     1.513561e+00
      7     9.637621e-01     7.305369e-01     9.662061e-01     9.639557e-01     3.108107e-03     6.442215e-02     1.513561e+00
      8     9.606349e-01     7.434406e-01     9.629316e-01     9.620853e-01     3.276700e-03     6.616241e-02     1.513561e+00
      9     9.595587e-01     7.253703e-01     9.620098e-01     9.598249e-01     3.850897e-03     7.376842e-02     1.513561e+00
     10     9.579127e-01     7.348870e-01     9.602620e-01     9.591132e-01     3.899705e-03     7.423399e-02     1.513561e+00
     11     9.575681e-01     7.189295e-01     9.600584e-01     9.588970e-01     4.184370e-03     7.762460e-02     1.513561e+00
     12     9.552736e-01     7.420778e-01     9.575317e-01     9.581784e-01     4.170055e-03     7.785796e-02     1.513561e+00
     13     9.536460e-01     7.211479e-01     9.560798e-01     9.554613e-01     4.977721e-03     8.809209e-02     1.513561e+00
     14     9.528012e-01     7.422058e-01     9.550346e-01     9.557953e-01     4.850216e-03     8.813712e-02     1.513561e+00
     15     9.505855e-01     7.174215e-01     9.530242e-01     9.547686e-01     5.536991e-03     9.132433e-02     1.513561e+00
     16     9.496168e-01     7.237637e-01     9.519892e-01     9.551188e-01     5.403423e-03     9.137980e-02     1.513561e+00
     17     9.485365e-01     7.107350e-01     9.510160e-01     9.545380e-01     5.898185e-03     9.909934e-02     1.513561e+00
     18     9.475536e-01     7.343555e-01     9.498094e-01     9.566394e-01     5.667928e-03     9.977205e-02     1.513561e+00
     19     9.453885e-01     7.322613e-01     9.476430e-01     9.540030e-01     6.357991e-03     1.063868e-01     1.513561e+00
     20     9.453427e-01     7.369549e-01     9.475534e-01     9.597152e-01     6.243873e-03     1.176419e-01     1.513561e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 6.080498e-04
# initial residual norm     = 9.941418e-01
# initial gradient norm     = 1.092423e-01
# initial constraint norm   = 9.881214e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.548817e+00
      1     9.998633e-01     9.950943e-01     9.999215e-01     1.000007e+00     1.457969e-04     1.477023e-03     1.548817e+00
      2     9.882559e-01     9.072551e-01     9.892049e-01     9.888556e-01     3.697239e-04     1.894491e-02     1.548817e+00
      3     9.872786e-01     8.738935e-01     9.885840e-01     9.883564e-01     1.122237e-03     2.150176e-02     1.548817e+00
      4     9.769626e-01     7.881557e-01     9.790451e-01     9.783645e-01     1.686869e-03     3.718671e-02     1.548817e+00
      5     9.755927e-01     7.330528e-01     9.781852e-01     9.772130e-01     2.346794e-03     4.035707e-02     1.548817e+00
      6     9.720201e-01     6.720219e-01     9.751161e-01     9.745650e-01     2.708092e-03     4.402393e-02     1.548817e+00
      7     9.717139e-01     6.692908e-01     9.748300e-01     9.735762e-01     2.937159e-03     4.765022e-02     1.548817e+00
      8     9.679839e-01     7.096959e-01     9.707158e-01     9.696337e-01     3.375912e-03     5.266486e-02     1.548817e+00
      9     9.678437e-01     6.996911e-01     9.706630e-01     9.692295e-01     3.521734e-03     5.688602e-02     1.548817e+00
     10     9.650278e-01     7.444882e-01     9.674124e-01     9.669694e-01     3.755999e-03     5.848512e-02     1.548817e+00
     11     9.647869e-01     7.344281e-01     9.672631e-01     9.677179e-01     3.882444e-03     6.196840e-02     1.548817e+00
     12     9.618834e-01     7.144853e-01     9.645147e-01     9.660410e-01     3.884130e-03     6.317686e-02     1.548817e+00
     13     9.612122e-01     6.930273e-01     9.640287e-01     9.660015e-01     4.192137e-03     6.875191e-02     1.548817e+00
     14     9.587592e-01     6.829264e-01     9.616413e-01     9.643243e-01     4.314809e-03     6.978933e-02     1.548817e+00
     15     9.584891e-01     6.742375e-01     9.614437e-01     9.658957e-01     4.545523e-03     7.572028e-02     1.548817e+00
     16     9.569632e-01     6.756675e-01     9.598916e-01     9.642138e-01     4.510408e-03     7.753280e-02     1.548817e+00
     17     9.565812e-01     6.672211e-01     9.595783e-01     9.663489e-01     4.818412e-03     8.289517e-02     1.548817e+00
     18     9.546651e-01     6.747646e-01     9.575802e-01     9.653553e-01     4.728807e-03     8.322038e-02     1.548817e+00
     19     9.541160e-01     6.557859e-01     9.571874e-01     9.656345e-01     5.281807e-03     8.769554e-02     1.548817e+00
     20     9.528291e-01     6.437745e-01     9.559886e-01     9.653969e-01     5.200002e-03     8.771624e-02     1.548817e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 6.210779e-04
# initial residual norm     = 9.709332e-01
# initial gradient norm     = 8.282637e-02
# initial constraint norm   = 9.673940e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.584893e+00
      1     9.905601e-01     1.773499e+00     9.825200e-01     9.778040e-01     2.216401e-01     2.590342e-01     1.584893e+00
      2     9.150570e-01     4.327520e+00     8.403492e-01     9.427626e-01     -5.972963e-01     3.418302e-01     1.584893e+00
      3     5.193350e-01     5.227334e+00     2.671728e-01     8.210113e-01     -1.676824e+00     4.291864e-01     1.584893e+00
      4     3.763492e-01     4.116263e+00     1.359144e-01     7.368073e-01     -1.375527e+00     4.751724e-01     1.584893e+00
      5     3.480818e-01     3.853429e+00     1.148910e-01     7.083482e-01     -1.151218e+00     4.882993e-01     1.584893e+00
      6     3.307166e-01     3.681895e+00     1.039286e-01     7.006549e-01     -1.021609e+00     4.917029e-01     1.584893e+00
      7     3.267181e-01     3.643149e+00     1.011610e-01     6.978801e-01     -9.867897e-01     4.956276e-01     1.584893e+00
      8     3.262914e-01     3.638893e+00     1.008963e-01     6.955439e-01     -1.016184e+00     5.075671e-01     1.584893e+00
      9     3.040461e-01     3.416763e+00     8.685690e-02     6.954671e-01     -1.078350e+00     5.133116e-01     1.584893e+00
     10     2.681788e-01     3.037834e+00     6.927126e-02     6.952749e-01     -1.040407e+00     5.169153e-01     1.584893e+00
     11     2.435871e-01     2.777108e+00     5.687545e-02     6.950289e-01     -1.017721e+00     5.199004e-01     1.584893e+00
     12     2.277684e-01     2.605492e+00     4.995362e-02     6.950752e-01     -9.885932e-01     5.231158e-01     1.584893e+00
     13     2.133459e-01     2.449559e+00     4.318530e-02     6.951152e-01     -9.777357e-01     5.254140e-01     1.584893e+00
