#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
#-------------------------------------------------
# FLECS resolving at new radius
     40     5.902977e-01     8.568255e-01     4.576888e-02     5.902977e-01     8.568255e-01     1.537981e-01     -4.062133e+00     2.189731e-01     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS resolving at new radius
     40     5.902977e-01     8.568255e-01     4.576888e-02     5.902977e-01     8.568255e-01     5.728834e-01     -4.062133e+00     1.530896e-01     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.172774e-03
# initial residual norm     = 2.582050e-01
# initial gradient norm     = 1.755248e-01
# initial constraint norm   = 1.893697e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.000000e+01
      1     9.790214e-01     9.572814e-01     9.973205e-01     9.999499e-01     0.000000e+00     9.999968e-01     -2.555781e+01     3.733570e-05     1.000000e+01
      2     9.778713e-01     9.533750e-01     9.984368e-01     9.998949e-01     0.000000e+00     9.999909e-01     -9.488229e+01     8.105672e-05     1.000000e+01
      3     9.746757e-01     9.480964e-01     9.969448e-01     9.998266e-01     0.000000e+00     9.999724e-01     -2.719393e+02     1.723969e-04     1.000000e+01
      4     9.739718e-01     9.443832e-01     9.986922e-01     9.997727e-01     0.000000e+00     9.999337e-01     -2.619957e+02     2.988804e-04     1.000000e+01
      5     9.715623e-01     9.469488e-01     9.922209e-01     9.996077e-01     0.000000e+00     9.998052e-01     -3.474510e+02     6.294115e-04     1.000000e+01
      6     9.685720e-01     9.470093e-01     9.867208e-01     9.994744e-01     0.000000e+00     9.995758e-01     -2.248036e+02     1.129045e-03     1.000000e+01
      7     9.682102e-01     9.442446e-01     9.883356e-01     9.994731e-01     0.000000e+00     9.994559e-01     -2.580569e+02     1.360892e-03     1.000000e+01
      8     9.674921e-01     9.408806e-01     9.897834e-01     9.994008e-01     0.000000e+00     9.993209e-01     -2.012612e+02     1.597633e-03     1.000000e+01
      9     9.674372e-01     9.415550e-01     9.891324e-01     9.993428e-01     0.000000e+00     9.991891e-01     -2.066369e+02     1.777858e-03     1.000000e+01
     10     9.617786e-01     9.499816e-01     9.717993e-01     9.991541e-01     0.000000e+00     9.989506e-01     -1.322069e+02     1.938439e-03     1.000000e+01
     11     9.502302e-01     9.614637e-01     9.404722e-01     9.986423e-01     0.000000e+00     9.982629e-01     -1.252868e+02     2.355133e-03     1.000000e+01
     12     9.484787e-01     9.632668e-01     9.355872e-01     9.982251e-01     0.000000e+00     9.977092e-01     -1.204910e+02     2.672932e-03     1.000000e+01
     13     9.396704e-01     9.799921e-01     9.035933e-01     9.976650e-01     0.000000e+00     9.969180e-01     -4.014776e+02     3.012454e-03     1.000000e+01
     14     9.224762e-01     1.002233e+00     8.479857e-01     9.965028e-01     0.000000e+00     9.953462e-01     -9.624816e+01     3.535985e-03     1.000000e+01
     15     8.810848e-01     1.032762e+00     7.258908e-01     9.920605e-01     0.000000e+00     9.890308e-01     -3.230856e+01     5.170324e-03     1.000000e+01
     16     8.591161e-01     1.035679e+00     6.713123e-01     9.852778e-01     0.000000e+00     9.797151e-01     -5.445182e+01     7.431532e-03     1.000000e+01
     17     8.519181e-01     1.039702e+00     6.485295e-01     9.739109e-01     0.000000e+00     9.636953e-01     -2.897940e+01     1.123541e-02     1.000000e+01
     18     8.391166e-01     1.048870e+00     6.032362e-01     9.542040e-01     0.000000e+00     9.338016e-01     -1.819953e+01     1.813761e-02     1.000000e+01
     19     8.196410e-01     1.042077e+00     5.621719e-01     9.324346e-01     0.000000e+00     8.993759e-01     -2.535539e+01     2.582220e-02     1.000000e+01
     20     8.085705e-01     1.043569e+00     5.290103e-01     9.046801e-01     0.000000e+00     8.522830e-01     -9.985564e+00     3.607478e-02     1.000000e+01
     21     7.971289e-01     1.040165e+00     5.017872e-01     8.678212e-01     0.000000e+00     7.812459e-01     -1.248690e+01     5.125904e-02     1.000000e+01
     22     7.872477e-01     1.036257e+00     4.792248e-01     8.353872e-01     0.000000e+00     7.070510e-01     -1.124052e+01     6.689206e-02     1.000000e+01
     23     7.779064e-01     1.033143e+00     4.560815e-01     8.106914e-01     0.000000e+00     6.375802e-01     -9.999172e+00     8.135256e-02     1.000000e+01
     24     7.653270e-01     1.027254e+00     4.270180e-01     7.996544e-01     0.000000e+00     6.089138e-01     -1.022028e+01     9.186935e-02     1.000000e+01
     25     7.511631e-01     1.019729e+00     3.945183e-01     7.937369e-01     0.000000e+00     6.008842e-01     -1.338926e+01     9.903009e-02     1.000000e+01
     26     7.373685e-01     1.011874e+00     3.621883e-01     7.851369e-01     0.000000e+00     5.894465e-01     -1.651513e+01     1.074324e-01     1.000000e+01
     27     7.289144e-01     1.006718e+00     3.421630e-01     7.786033e-01     0.000000e+00     5.809388e-01     -1.765022e+01     1.134433e-01     1.000000e+01
     28     7.191548e-01     9.997443e-01     3.206605e-01     7.732850e-01     0.000000e+00     5.741562e-01     -2.676675e+01     1.177314e-01     1.000000e+01
     29     7.100877e-01     9.931594e-01     3.000085e-01     7.677107e-01     0.000000e+00     5.671909e-01     -2.282332e+01     1.215869e-01     1.000000e+01
     30     6.989350e-01     9.838398e-01     2.768021e-01     7.618187e-01     0.000000e+00     5.600827e-01     -3.289704e+01     1.251731e-01     1.000000e+01
     31     6.872947e-01     9.737394e-01     2.522043e-01     7.565816e-01     0.000000e+00     5.538738e-01     -3.168648e+01     1.278842e-01     1.000000e+01
     32     6.778648e-01     9.646121e-01     2.342512e-01     7.503107e-01     0.000000e+00     5.467420e-01     -3.773381e+01     1.308355e-01     1.000000e+01
     33     6.697337e-01     9.569711e-01     2.170633e-01     7.445137e-01     0.000000e+00     5.404740e-01     -4.614611e+01     1.334005e-01     1.000000e+01
     34     6.638495e-01     9.507117e-01     2.068496e-01     7.389231e-01     0.000000e+00     5.346805e-01     -4.469211e+01     1.357653e-01     1.000000e+01
     35     6.586594e-01     9.455146e-01     1.961945e-01     7.327258e-01     0.000000e+00     5.286332e-01     -4.538309e+01     1.385151e-01     1.000000e+01
     36     6.547442e-01     9.412767e-01     1.892138e-01     7.290319e-01     0.000000e+00     5.251461e-01     -4.568776e+01     1.402098e-01     1.000000e+01
     37     6.464698e-01     9.318366e-01     1.760018e-01     7.258584e-01     0.000000e+00     5.223924e-01     -4.666584e+01     1.415139e-01     1.000000e+01
     38     6.434591e-01     9.284111e-01     1.709708e-01     7.222605e-01     0.000000e+00     5.194333e-01     -4.409390e+01     1.430296e-01     1.000000e+01
     39     6.367011e-01     9.205140e-01     1.602845e-01     7.188221e-01     0.000000e+00     5.172134e-01     -4.951075e+01     1.444083e-01     1.000000e+01
     40     6.342947e-01     9.174996e-01     1.573693e-01     7.169919e-01     0.000000e+00     5.162794e-01     -5.134204e+01     1.451475e-01     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
# FLECS final (true) rel. res.  :   |res|/|res0| = 6.348657e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 1.573693e-01
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = 5.709543e-04
#-------------------------------------------------
# FLECS resolving at new radius
     40     6.549591e-01     9.174996e-01     1.573693e-01     6.549591e-01     9.174996e-01     7.581227e-01     -5.134204e+01     8.697038e-02     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.062352e-03
# initial residual norm     = 2.619766e-01
# initial gradient norm     = 1.736034e-01
# initial constraint norm   = 1.961979e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.000000e+01
      1     9.960711e-01     9.923636e-01     9.989642e-01     1.000000e+00     0.000000e+00     1.000000e+00     -5.701193e+10     2.510083e-15     1.000000e+01
      2     9.925407e-01     9.852694e-01     9.981968e-01     9.999896e-01     0.000000e+00     9.999987e-01     -5.846568e+10     1.228933e-05     1.000000e+01
      3     9.913761e-01     9.830570e-01     9.978411e-01     9.999896e-01     0.000000e+00     9.999987e-01     -2.382110e+11     1.228927e-05     1.000000e+01
      4     9.850959e-01     9.657959e-01     9.999466e-01     1.000000e+00     0.000000e+00     1.000000e+00     -6.352618e+11     9.674905e-16     1.000000e+01
      5     9.850933e-01     9.658344e-01     9.999130e-01     1.000000e+00     0.000000e+00     1.000000e+00     -3.396357e+16     1.853028e-15     1.000000e+01
      6     9.840153e-01     9.642792e-01     9.991954e-01     1.000000e+00     0.000000e+00     1.000000e+00     -5.602271e+17     8.142672e-17     1.000000e+01
      7     9.838999e-01     9.641119e-01     9.991192e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.662914e+18     8.131865e-17     1.000000e+01
      8     9.838775e-01     9.639789e-01     9.991804e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.178843e+18     8.142063e-17     1.000000e+01
      9     9.806874e-01     9.581430e-01     9.979828e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.482290e+18     8.135842e-17     1.000000e+01
     10     9.802786e-01     9.581623e-01     9.972521e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.612757e+18     8.137060e-17     1.000000e+01
     11     9.802655e-01     9.580949e-01     9.972798e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.766362e+18     8.134316e-17     1.000000e+01
     12     9.802092e-01     9.580850e-01     9.971885e-01     1.000000e+00     0.000000e+00     1.000000e+00     -8.926917e+17     8.132464e-17     1.000000e+01
     13     9.802067e-01     9.580956e-01     9.971762e-01     1.000000e+00     0.000000e+00     1.000000e+00     3.254703e+18     8.115412e-17     1.000000e+01
     14     9.802020e-01     9.580660e-01     9.971902e-01     1.000000e+00     0.000000e+00     1.000000e+00     5.675336e+18     8.127351e-17     1.000000e+01
     15     9.801732e-01     9.580256e-01     9.971701e-01     1.000000e+00     0.000000e+00     1.000000e+00     9.691661e+18     8.125844e-17     1.000000e+01
     16     9.794855e-01     9.570988e-01     9.966620e-01     1.000000e+00     0.000000e+00     1.000000e+00     7.090040e+18     8.129227e-17     1.000000e+01
     17     9.792595e-01     9.576614e-01     9.958426e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.489537e+19     8.130585e-17     1.000000e+01
     18     9.719918e-01     9.419332e-01     9.948922e-01     1.000000e+00     0.000000e+00     1.000000e+00     -3.105492e+20     8.126000e-17     1.000000e+01
     19     9.136189e-01     1.000670e+00     8.391843e-01     1.000000e+00     0.000000e+00     1.000000e+00     2.007646e+24     8.126231e-17     1.000000e+01
     20     9.076590e-01     9.877543e-01     8.396333e-01     1.000000e+00     0.000000e+00     1.000000e+00     -3.122538e+24     8.124265e-17     1.000000e+01
     21     8.611023e-01     9.306829e-01     8.024248e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.699550e+25     8.122545e-17     1.000000e+01
     22     8.621573e-01     9.323459e-01     8.029328e-01     1.000000e+00     0.000000e+00     1.000000e+00     5.305655e+24     8.123846e-17     1.000000e+01
     23     8.629578e-01     9.342839e-01     8.027024e-01     1.000000e+00     0.000000e+00     1.000000e+00     4.045625e+23     8.121812e-17     1.000000e+01
     24     8.616682e-01     9.319224e-01     8.023815e-01     1.000000e+00     0.000000e+00     1.000000e+00     3.699239e+24     8.120818e-17     1.000000e+01
     25     8.610826e-01     9.303519e-01     8.026875e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.632716e+24     8.119945e-17     1.000000e+01
     26     8.607193e-01     9.297801e-01     8.025115e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.136334e+24     8.120212e-17     1.000000e+01
     27     9.746274e-01     1.157096e+00     8.033410e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.921011e+25     8.120903e-17     1.000000e+01
     28     8.597391e-01     9.291622e-01     8.011975e-01     1.000000e+00     0.000000e+00     1.000000e+00     -4.168035e+25     8.121125e-17     1.000000e+01
     29     1.324833e+00     1.781796e+00     8.023146e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.385608e+25     8.121137e-17     1.000000e+01
     30     8.644345e-01     9.382849e-01     8.018810e-01     1.000000e+00     0.000000e+00     1.000000e+00     8.499377e+24     8.120950e-17     1.000000e+01
     31     1.926671e+00     2.757329e+00     8.159669e-01     1.000000e+00     0.000000e+00     1.000000e+00     -6.474284e+24     8.120198e-17     1.000000e+01
     32     8.567020e-01     9.203908e-01     8.033210e-01     1.000000e+00     0.000000e+00     1.000000e+00     -8.310778e+23     8.122077e-17     1.000000e+01
     33     1.626722e+00     2.280566e+00     8.037463e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.576924e+25     8.119877e-17     1.000000e+01
     34     1.780598e+00     2.526636e+00     8.091138e-01     1.000000e+00     0.000000e+00     1.000000e+00     -6.739861e+24     8.120408e-17     1.000000e+01
     35     1.491689e+00     2.038384e+00     8.450818e-01     1.000000e+00     0.000000e+00     1.000000e+00     3.509484e+24     8.121600e-17     1.000000e+01
     36     1.331168e+00     1.796987e+00     7.944482e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.264397e+24     8.112737e-17     1.000000e+01
     37     1.352784e+00     1.833031e+00     7.950757e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.350601e+25     8.113221e-17     1.000000e+01
     38     8.670510e-01     9.594742e-01     7.871513e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.753076e+24     8.119106e-17     1.000000e+01
     39     1.341820e+00     1.807947e+00     8.068303e-01     1.000000e+00     0.000000e+00     1.000000e+00     3.270107e+25     8.112660e-17     1.000000e+01
     40     2.407550e+00     3.519367e+00     7.981264e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.281009e+25     8.112340e-17     1.000000e+01
# negative curvature suspected
# trust-radius constraint active
# FLECS final (true) rel. res.  :   |res|/|res0| = 1.080403e+00
# FLECS final (true) rel. feas. : |feas|/|feas0| = 9.504015e-01
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = -1.327147e+00
# WARNING in FLECS: true constraint norm and calculated constraint norm do not agree.
# (feas_true - feas_comp)/feas0 = 1.522751e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.062352e-03
# initial residual norm     = 2.792557e-01
# initial gradient norm     = 1.987212e-01
# initial constraint norm   = 1.961979e-01
# iters     rel. res.        rel. grad.       rel. feas.       aug. res.        aug. grad.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.000000e+01
      1     9.979967e-01     9.968084e-01     9.992144e-01     1.000000e+00     0.000000e+00     1.000000e+00     -5.813872e+11     1.571653e-31     1.000000e+01
      2     9.938117e-01     9.893945e-01     9.983229e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.394003e+12     1.571719e-31     1.000000e+01
      3     9.936433e-01     9.892303e-01     9.981503e-01     1.000000e+00     0.000000e+00     1.000000e+00     -3.292886e+19     4.574675e-18     1.000000e+01
      4     9.783531e-01     9.567879e-01     9.999934e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.669696e+16     4.574897e-18     1.000000e+01
      5     9.782033e-01     9.570914e-01     9.993983e-01     1.000000e+00     0.000000e+00     1.000000e+00     5.954022e+20     4.574928e-18     1.000000e+01
      6     9.664459e-01     9.331636e-01     9.994388e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.280514e+20     4.574959e-18     1.000000e+01
      7     9.663739e-01     9.333287e-01     9.991394e-01     1.000000e+00     0.000000e+00     1.000000e+00     -3.217237e+21     4.574933e-18     1.000000e+01
      8     9.613538e-01     9.230223e-01     9.991505e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.906093e+21     4.574850e-18     1.000000e+01
      9     9.611702e-01     9.233220e-01     9.985085e-01     1.000000e+00     0.000000e+00     1.000000e+00     -3.742389e+21     4.574892e-18     1.000000e+01
     10     9.588837e-01     9.186192e-01     9.985047e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.342700e+22     4.574796e-18     1.000000e+01
     11     9.489047e-01     8.979113e-01     9.985156e-01     1.000000e+00     0.000000e+00     1.000000e+00     2.990234e+21     4.574801e-18     1.000000e+01
     12     9.360128e-01     9.185081e-01     9.536369e-01     1.000000e+00     0.000000e+00     1.000000e+00     -6.407607e+24     4.574726e-18     1.000000e+01
     13     9.166685e-01     9.303201e-01     9.024488e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.757224e+25     4.574713e-18     1.000000e+01
     14     8.933758e-01     9.206565e-01     8.644948e-01     1.000000e+00     0.000000e+00     1.000000e+00     -4.824831e+25     4.574713e-18     1.000000e+01
     15     8.861720e-01     9.072145e-01     8.640523e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.653949e+26     4.574727e-18     1.000000e+01
     16     8.834821e-01     9.016733e-01     8.644223e-01     1.000000e+00     0.000000e+00     1.000000e+00     2.172901e+26     4.574692e-18     1.000000e+01
     17     8.828617e-01     9.009893e-01     8.638697e-01     1.000000e+00     0.000000e+00     1.000000e+00     -9.522124e+25     4.574727e-18     1.000000e+01
     18     8.303712e-01     8.950163e-01     7.583477e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.065330e+26     4.574717e-18     1.000000e+01
     19     8.290267e-01     8.925736e-01     7.583211e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.867655e+25     4.574715e-18     1.000000e+01
     20     8.287679e-01     8.920743e-01     7.583507e-01     1.000000e+00     0.000000e+00     1.000000e+00     -9.743115e+25     4.574688e-18     1.000000e+01
     21     8.284524e-01     8.911612e-01     7.587535e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.015059e+26     4.574692e-18     1.000000e+01
     22     8.282756e-01     8.917283e-01     7.576782e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.288680e+26     4.574715e-18     1.000000e+01
     23     8.281432e-01     8.922202e-01     7.567905e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.567227e+26     4.574691e-18     1.000000e+01
     24     8.281889e-01     8.910735e-01     7.582763e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.746441e+26     4.574689e-18     1.000000e+01
     25     8.278385e-01     8.905025e-01     7.581894e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.534371e+26     4.574714e-18     1.000000e+01
     26     8.508723e-01     9.325519e-01     7.579863e-01     1.000000e+00     0.000000e+00     1.000000e+00     -8.833715e+25     4.574689e-18     1.000000e+01
     27     9.091788e-01     1.036377e+00     7.567878e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.128874e+26     4.574689e-18     1.000000e+01
     28     8.369199e-01     9.093357e-01     7.554500e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.119533e+26     4.574719e-18     1.000000e+01
     29     8.475658e-01     9.312903e-01     7.520496e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.732119e+26     4.574725e-18     1.000000e+01
     30     8.553189e-01     9.456760e-01     7.514154e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.537939e+26     4.574727e-18     1.000000e+01
     31     8.444806e-01     9.531528e-01     7.160571e-01     1.000000e+00     0.000000e+00     1.000000e+00     -1.807967e+26     4.574701e-18     1.000000e+01
     32     8.467897e-01     9.620400e-01     7.093574e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.772000e+27     4.574720e-18     1.000000e+01
     33     8.395630e-01     9.626072e-01     6.909264e-01     1.000000e+00     0.000000e+00     1.000000e+00     3.702737e+27     4.574718e-18     1.000000e+01
     34     8.117859e-01     9.286924e-01     6.710111e-01     1.000000e+00     0.000000e+00     1.000000e+00     8.375921e+27     4.574689e-18     1.000000e+01
     35     8.139084e-01     9.270948e-01     6.784451e-01     1.000000e+00     0.000000e+00     1.000000e+00     4.366193e+27     4.574689e-18     1.000000e+01
     36     8.635998e-01     9.659519e-01     7.441093e-01     1.000000e+00     0.000000e+00     1.000000e+00     -2.104589e+26     4.574712e-18     1.000000e+01
     37     8.140463e-01     9.378488e-01     6.634515e-01     1.000000e+00     0.000000e+00     1.000000e+00     4.975952e+27     4.574722e-18     1.000000e+01
     38     9.216872e-01     1.115605e+00     6.664932e-01     1.000000e+00     0.000000e+00     1.000000e+00     7.415454e+27     4.574721e-18     1.000000e+01
     39     8.519812e-01     1.011356e+00     6.490116e-01     1.000000e+00     0.000000e+00     1.000000e+00     7.904850e+27     4.590766e-18     1.000000e+01
     40     9.087579e-01     1.115459e+00     6.297636e-01     1.000000e+00     0.000000e+00     1.000000e+00     1.257142e+27     4.574687e-18     1.000000e+01
# trust-radius constraint active
# FLECS final (true) rel. res.  :   |res|/|res0| = 2.344103e+00
# FLECS final (true) rel. feas. : |feas|/|feas0| = 8.505355e-01
# WARNING in FLECS: true residual norm and calculated residual norm do not agree.
# (res - beta)/res0 = 1.435345e+00
# WARNING in FLECS: true constraint norm and calculated constraint norm do not agree.
# (feas_true - feas_comp)/feas0 = 2.207719e-01
